,channel_name,subscribers,views,videos,published_date,channel_title,channel_id
1612,Pandu Sukma,0,0,0,2013-08-06T00:48:56Z,Pandu Sukma,UCqyFmCWCm3qNBmt087VkdXQ
1614,career talk with Rahul,132,12522,5,2012-05-26T07:57:59Z,career talk with Rahul,UCFgO079pcO6ovz_khzV2Mnw
1616,Calvin Ryu,0,0,0,2017-03-28T15:38:49Z,Calvin Ryu,UCUTJ-Sk9wFUWqB0ILhmWW8g
1618,Sanjay Subair,0,0,0,2013-08-04T14:55:47Z,Sanjay Subair,UCo-Xbhls2--2c6THAe-yvEQ
1620,Alexander Gonzalez,524,1285702,74,2011-03-04T01:51:30Z,Alexander Gonzalez,UC79DOYVb4oMDYD1cx76OTdw
1622,Monika Soni,0,0,0,2012-08-22T13:20:57Z,Monika Soni,UC3idfepP5ytDKdFYbRQfTig
1624,Nicolas.C VOISIN,0,0,0,2019-03-03T14:27:13Z,Nicolas.C VOISIN,UCFLkg1G-f5BiAR42tQGkGaw
1626,william james mabelin,0,0,0,2013-09-06T09:46:29Z,william james mabelin,UCXlCrW0p-xgAMFE7C7Gr7Rg
1628,prajakta Bhaiye,0,0,0,2017-02-08T14:25:41Z,prajakta Bhaiye,UCXNugrqsKltPLHgvGHmuP4g
1630,Data Science 360 Course,3,336,8,2021-11-10T11:03:32.049948Z,Data Science 360 Course,UCo-s-jfh8CLCgSXz4wOd7QQ
1632,databit365,2,61,17,2022-08-14T04:36:42.030798Z,databit365,UCKQzGtHyju3fHyy3nyyXYUw
1634,Zheng Zhang,0,0,0,2016-09-07T12:00:52Z,Zheng Zhang,UCSkKw_YrLmWly8ZPHTjrLxA
1636,Avvari Kiran Mahesh,2,45,4,2017-12-02T14:11:43Z,Avvari Kiran Mahesh,UCECoHjD8VPfODSPv9lueYTg
1638,acpadgett,6,928,4,2008-07-22T19:45:12Z,acpadgett,UCnaBMrxw5MxapR0VSo4KqWA
1640,shivam malik,0,0,0,2013-04-14T06:26:46Z,shivam malik,UC_aMGS26VuWt9MkLwhl4d6A
1642,Adam Parks,0,9,1,2013-11-30T15:53:44Z,Adam Parks,UCquD48W24w5X1_5aZD629Tw
1644,sajjad khalid,4,34,1,2013-09-30T15:10:26Z,sajjad khalid,UCGbjW-4gB1uuaA6v0T74iLA
1646,Kartika Ari Susanti,11,43,1,2011-10-30T14:23:43Z,Kartika Ari Susanti,UCo1i3Q2B4m7W0zMV4zPRMSQ
1648,daideep patel,0,0,0,2014-06-26T10:32:20Z,daideep patel,UC8jQWiYJWL1jdhcHWWBTUdg
1650,Mohammed ek,1,0,0,2016-10-09T14:50:10Z,Mohammed ek,UCNxINVeC4oRfYCkEtCbzcWA
1652,Josh Victorio,0,93,2,2012-07-18T18:56:56Z,Josh Victorio,UC9hxMLAedOSYyGxmUWtX-Gg
1654,Mohammad Fahim,1,0,0,2015-06-05T09:32:09Z,Mohammad Fahim,UCabTpluyTdWNDW2WI_GVPYQ
1656,eszkis,10,66944,14,2007-06-04T12:09:43Z,eszkis,UCGuAggB-FOKl-4ozLY82n8g
1658,Arzoo Singh,33,34,1,2011-12-05T06:08:50Z,Arzoo Singh,UCj-ypwGXPjc_2Nd6qsLLFOA
1660,Christy Duval,4,66,2,2006-08-02T02:18:51Z,Christy Duval,UCGfLXpUrlua_5HzpB-d5k7Q
1662,Umai Kakudo,37,65,3,2006-10-27T23:03:39Z,Umai Kakudo,UCqwcZzBKABj3Hv9P0Yu-KmA
1664,DataScience ForBusiness,27300,736771,49,2019-01-25T14:51:21Z,DataScience ForBusiness,UCpNdaZYUS4OiIIBXLnggbCw
1666,nivek_ cvr,2,356,10,2017-04-10T13:17:53Z,nivek_ cvr,UCXZFP9z-l2guwvGatcwhNYg
1668,Maurice Bruns,0,0,0,2013-05-16T09:12:35Z,Maurice Bruns,UCKYoTV322blI7Fl71z2HO2g
1670,Jinjin Wei,0,0,0,2016-04-29T13:58:36Z,Jinjin Wei,UCX1W-1EvwG3IuYIpQaaeEdg
1672,Antonio Ivanovski,593,33323,23,2020-11-18T00:58:59.345936Z,Antonio Ivanovski,UCS1HVSY_b6HToI8L5OG3ipA
1674,Boniface Mutua,6,14,1,2011-03-15T02:06:55Z,Boniface Mutua,UCXHt4wW4A2YLXG1J2RqniXA
1676,Pragati Singh,0,0,0,2012-02-10T05:42:48Z,Pragati Singh,UCOaskjWCNWQprLUio_A6WZA
1678,Coolangel214,0,877,2,2011-09-30T15:49:46Z,Coolangel214,UC9rgHkohReNfKFuh1JIyzxA
1680,Andreal Cen Enrico,6,521,43,2015-06-25T16:19:32Z,Andreal Cen Enrico,UCjBAXmke-pRtHg792N0Fj3w
1682,Dewa Putu Adikarma Mandala,3,3055,12,2011-07-08T09:54:40Z,Dewa Putu Adikarma Mandala,UC99lwYnPf7zqDxvOFLHeI4w
1684,Yoshops Your Online Shop,951,87240,678,2016-10-30T13:20:57Z,Yoshops Your Online Shop,UCtbvbSjLXH0qkzYwZkHajiQ
1686,Soumya Prusty,0,0,0,2018-07-10T12:54:45Z,Soumya Prusty,UCJySWW19H8I5X9hS8es5jPQ
1688,Learn Data Science,35,297,7,2022-06-19T09:35:34.736737Z,Learn Data Science,UCJhW_16uxALr0X4olEW2p5A
1689,Learn Data Science,35,297,7,2022-06-19T09:35:34.736737Z,Learn Data Science,UCGBfiCUQZHY5wnnVnQzV7pw
1690,Learn Data Science,35,297,7,2022-06-19T09:35:34.736737Z,Learn Data Science,UCEu0zQIMxlLNqZQGxghPNog
1691,Learn Data Science,35,297,7,2022-06-19T09:35:34.736737Z,Learn Data Science,UCyV_sDyCIsoHm-8iow5kkYQ
1696,JK Jk,1,0,0,2011-03-09T13:43:56Z,JK Jk,UC9dXZ-04QLMByUQJS-zgEJg
1698,Venkata Gunji,0,0,0,2016-10-01T19:02:30Z,Venkata Gunji,UCL01KHdjvReA3mAgiN0OKVA
1700,Keya Sengupta,3,0,0,2018-06-26T10:55:06Z,Keya Sengupta,UCef7tjFadXd25oosA0ItDfw
1702,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCr-eE8o5TjGm7I1gA8N4NIg
1703,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCVHAYGXptVYD_1hXgdmohvQ
1704,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCqRNhukhtRzqAKLi4PU7noQ
1705,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCYxXdWRktQmnpoW9M6LS8GA
1706,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCewpdIWOiedpGfcyHxvNbtw
1707,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UC2wo1S0CQ3iynnGNDcXaKWw
1708,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCvWOJZj0O9KenBbNF_RADNQ
1709,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UChIVKSEWCp_57XK4jKGhJiQ
1710,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCJqK3bPFJr5WVPKvtuZjSdA
1711,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCSwTlL3FHopn77IwFSEyGzA
1712,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCjumkEO3LS8qlRZ331DR5HQ
1713,Data Analyst,743,37090,33,2018-01-30T17:37:05Z,Data Analyst,UCmgMd8uJJF7yW28U1OEzTmg
1726,David Dalience AKUE,12,31,1,2017-05-12T22:03:58Z,David Dalience AKUE,UCi5TDXc4qXi_pi6ww0-iObg
1728,AfterWork,533,10322,51,2020-08-06T20:03:26.723532Z,AfterWork,UCGphY2qZUkGapzNa9UkLZNg
1730,JC Presley,1,249,2,2016-03-25T01:46:50Z,JC Presley,UCV-QT2pGL0RCsY9548M_tVA
1732,swapnil kothari,0,26,1,2011-10-17T12:56:54Z,swapnil kothari,UC97rDWUnbVKjpx5jf96YXSQ
1734,Naved Khan,19,971,12,2015-07-10T09:21:08Z,Naved Khan,UCkRr-huYyRbtMcY4UxL-pUw
1736,Data Analyst Course,1,19,1,2021-10-01T14:10:47.307234Z,Data Analyst Course,UCCsoHRHJuyjlBte_M8vP6Ow
1738,Smriti Srivastava,0,0,0,2017-05-01T05:06:57Z,Smriti Srivastava,UChwb7QSpqq7OZyFMfLacXBw
1740,priyanka k,1,0,0,2017-08-21T11:39:43Z,priyanka k,UCsGiFVKi1V_Sd3rZH7qRoHw
1742,Kaiying Wang,0,0,0,2016-11-05T19:59:00Z,Kaiying Wang,UCAjN5MTlMAlHP1x4b2i1kDQ
1744,Leela sathish,12,149,10,2009-12-20T12:07:39Z,Leela sathish,UCj5_CSYf7op8_d9iPv_GzkQ
1746,Safeena Sadath,18,587,5,2008-03-12T01:08:41Z,Safeena Sadath,UCO1lDDJFgMaMq6DFoXzh79Q
1748,JF M,1,0,0,2012-10-28T14:38:33Z,JF M,UC0ogSpMr6ORdcZGstjVU0OQ
1750,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCr-eE8o5TjGm7I1gA8N4NIg
1751,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCVHAYGXptVYD_1hXgdmohvQ
1752,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCqRNhukhtRzqAKLi4PU7noQ
1753,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCYxXdWRktQmnpoW9M6LS8GA
1754,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCewpdIWOiedpGfcyHxvNbtw
1755,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UC2wo1S0CQ3iynnGNDcXaKWw
1756,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCvWOJZj0O9KenBbNF_RADNQ
1757,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UChIVKSEWCp_57XK4jKGhJiQ
1758,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCJqK3bPFJr5WVPKvtuZjSdA
1759,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCSwTlL3FHopn77IwFSEyGzA
1760,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCjumkEO3LS8qlRZ331DR5HQ
1761,Data Analyst,23,518,10,2019-11-10T15:16:52.5589Z,Data Analyst,UCmgMd8uJJF7yW28U1OEzTmg
1774,Hervé Greg Kabonte,54,2369,4,2012-05-13T21:03:17Z,Hervé Greg Kabonte,UCi5PGpf0gnCE0-ijCkIVVdg
1776,Aniket Kardile,114,2746,17,2022-06-18T13:09:51.499237Z,Aniket Kardile,UC5HaXrdk-1riRKGlT4KoBbQ
1778,J G,1,11,1,2016-01-30T22:53:50Z,J G,UCWJH3m7wq1MMxcx7klv0n5A
1780,Mohamed Kourouma,0,0,0,2015-01-07T19:08:38Z,Mohamed Kourouma,UCqB-u4LAtdoCzMNvZJFpyOg
1782,James Gan,8,848,12,2012-06-07T17:03:45Z,James Gan,UCgQlwE9FR9QKXJJlxP1v1ww
1784,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCr-eE8o5TjGm7I1gA8N4NIg
1785,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCVHAYGXptVYD_1hXgdmohvQ
1786,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCqRNhukhtRzqAKLi4PU7noQ
1787,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCYxXdWRktQmnpoW9M6LS8GA
1788,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCewpdIWOiedpGfcyHxvNbtw
1789,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UC2wo1S0CQ3iynnGNDcXaKWw
1790,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCvWOJZj0O9KenBbNF_RADNQ
1791,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UChIVKSEWCp_57XK4jKGhJiQ
1792,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCJqK3bPFJr5WVPKvtuZjSdA
1793,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCSwTlL3FHopn77IwFSEyGzA
1794,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCjumkEO3LS8qlRZ331DR5HQ
1795,Data Analyst,157,25273,27,2016-06-11T21:05:17Z,Data Analyst,UCmgMd8uJJF7yW28U1OEzTmg
1808,Yeluri Rajganesh,0,0,0,2016-12-16T13:25:49Z,Yeluri Rajganesh,UCy6m1n-M2uKuabGOA1C5NzQ
1810,Rakesh C,2,218,2,2011-10-02T09:24:16Z,Rakesh C,UCoOX13zns-nAY4fWEEeOvYw
1812,Chirag Sharma,8,0,0,2013-10-08T02:59:01Z,Chirag Sharma,UCVWxy109XhZb7UTP_YqJcBg
1814,Divya Choudhary,53,986,2,2016-07-28T15:32:33Z,Divya Choudhary,UCVBU0qAwaGj4oD0x-AkHmDA
1816,Juan Fernandez,62,310,5,2007-09-18T13:53:34Z,Juan Fernandez,UCn_PRdF3euByDKAhIs7XVbQ
1818,TOP DATA ANALYST,61,3319,38,2019-07-14T18:40:57Z,TOP DATA ANALYST,UC78b_dZqrFTWMO0Y5EOAUhg
1820,Aniket Rajput,7,50,2,2020-04-17T15:17:28.30059Z,Aniket Rajput,UC9Ej3dbN7Xny6tWiX335Qkg
1822,Rich17Something,1,130,3,2011-11-03T16:24:40Z,Rich17Something,UCBojybZPImJrB5WI0XsYdzg
1824,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCr-eE8o5TjGm7I1gA8N4NIg
1825,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCVHAYGXptVYD_1hXgdmohvQ
1826,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCqRNhukhtRzqAKLi4PU7noQ
1827,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCYxXdWRktQmnpoW9M6LS8GA
1828,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCewpdIWOiedpGfcyHxvNbtw
1829,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UC2wo1S0CQ3iynnGNDcXaKWw
1830,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCvWOJZj0O9KenBbNF_RADNQ
1831,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UChIVKSEWCp_57XK4jKGhJiQ
1832,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCJqK3bPFJr5WVPKvtuZjSdA
1833,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCSwTlL3FHopn77IwFSEyGzA
1834,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCjumkEO3LS8qlRZ331DR5HQ
1835,Data Analyst,15,625,16,2015-11-02T17:59:19Z,Data Analyst,UCmgMd8uJJF7yW28U1OEzTmg
1848,The Data Analyst,58,366,3,2020-03-25T20:03:43.414821Z,The Data Analyst,UCYpJU_mIobJpB8FJ-3_WOMg
1849,The Data Analyst,58,366,3,2020-03-25T20:03:43.414821Z,The Data Analyst,UCPCHLfIwLTrb9S36Zw6DtYQ
1852,Sr. Data Analyst - BI Systems Analyst,0,21,5,2022-08-22T20:54:24.35819Z,Sr. Data Analyst - BI Systems Analyst,UCXrsAwodUvMtRAOuJcjJl2g
1854,Yoselyn Rea,5,58,1,2010-01-03T23:55:43Z,Yoselyn Rea,UCdSzHk0HQyU2u1CMkmKMSNA
1856,Kenneth Gijsbertha,2,23,1,2010-10-24T11:31:04Z,Kenneth Gijsbertha,UCLh6mTwOzLcwdHyzqQWBixw
1858,Nitin Mukesh,1590,152146,140,2016-05-23T06:13:19Z,Nitin Mukesh,UCaIjAGqLSPu2T-aYXdLhJEA
1860,KadamAcademy,1460,108064,311,2020-02-05T16:37:58.253658Z,KadamAcademy,UCiNh8sppdGSdHYun1QonPzA
1862,Prabhakar Jha,3,135,1,2011-11-19T13:35:34Z,Prabhakar Jha,UCmnORuCd69pD1mj4Z9mPwnA
1864,freeCodeCamp Hindi,27900,384954,22,2020-06-22T18:20:26.062988Z,freeCodeCamp Hindi,UClHVZQqHLfbcbwFDwPfdB-A
1866,Ken Sumanadasa,0,0,0,2013-09-26T20:48:46Z,Ken Sumanadasa,UCxYJ-ics3llIUgKhSKse2SQ
1868,Pratty2311,1,0,0,2010-05-20T18:33:29Z,Pratty2311,UC---OYF9A7hiVWixoEirFdg
1870,MD,9,0,0,2010-11-01T05:52:18Z,MD,UC5Ad1V6EzZNDBRX_zU7ySHw
1872,Casual Data Science,83,1199,3,2022-07-22T14:35:29.585371Z,Casual Data Science,UCTZOs7vn9zSN-mR46Uqb_Jw
1874,Blue Ghost,5,9,1,2007-06-24T01:55:41Z,Blue Ghost,UCJse0oWDsFnoKWGLuM4SKAw
1876,D-analyst Data Hub,3,128,8,2020-09-03T22:30:06.602656Z,D-analyst Data Hub,UChrpSC4y0m_YtCJzD7pobYA
1878,Chinedu Amajoyi,5,22914,5,2013-02-13T23:20:51Z,Chinedu Amajoyi,UCMo9KfF47lCz7dk8s5bFwiQ
1880,Indian Paradise = Trainer,1050,40782,59,2016-03-27T08:32:08Z,Indian Paradise = Trainer,UCPKBZfvjCfdDpvSM68rUDFQ
1882,Gaurav Patil,0,0,0,2014-01-13T12:06:55Z,Gaurav Patil,UCGVXlU4-ujrqpsIKwULykQw
1884,Ehab Tech Academy,1100,29135,6,2012-02-02T13:35:40Z,Ehab Tech Academy,UClw9Ohn4QTcN86VrjEtZYpQ
1886,Travel Lovers,48,11597,15,2016-06-11T00:13:12Z,Travel Lovers,UCP51ETAw4eRDGE_he-tuD1g
1888,Harshit Singh,0,0,0,2013-03-10T11:18:02Z,Harshit Singh,UCnIXZLkI7eOq0W6rdEPhjyA
1890,Sameh El-Sawy,0,0,0,2013-02-18T10:39:32Z,Sameh El-Sawy,UCXgJmAkT9Ob6rZqTxazbfSA
1892,sree boobalan,0,0,0,2014-07-21T15:08:44Z,sree boobalan,UCj_PgVYuYy-2mmz8W2RNNaQ
1894,Saptarshi Sarkar,1,0,0,2012-11-30T16:42:17Z,Saptarshi Sarkar,UC8Xe6-RrjdYIMSg7uRyKlbA
1896,Saima Academy,21800,1689487,1439,2017-09-29T21:12:39Z,Saima Academy,UCi_HnYpC2_wLzPvdR5SwYKQ
1898,sudhanshu gupta,0,0,0,2012-07-01T07:57:21Z,sudhanshu gupta,UCiOlu0wXT_19kz76382YcmQ
1900,Vishwa ( Data analyst ),2,156,5,2017-03-18T07:36:27Z,Vishwa ( Data analyst ),UCBsk3TfuF-X1WN8DOtGYY2w
1902,Colyns,0,0,0,2013-12-26T17:21:10Z,Colyns,UCucz0gQ2I_1KraWB9ED3AIw
1904,PEDSnet,33,1981,37,2018-10-15T13:26:55Z,PEDSnet,UCsYY3YzpOn6bfffbML5mk1A
1906,Rafa Gonzalez Gouveia,47900,2334142,89,2017-11-02T19:40:31Z,Rafa Gonzalez Gouveia,UCQvDQMRwjUJauII1qe_XphA
1908,Renuka Saravanan,0,0,0,2017-11-04T00:14:04Z,Renuka Saravanan,UCHlDXZd3pd3_DWmh_RUVIhQ
1910,S K,5,0,0,2012-06-28T14:14:44Z,S K,UCaMhXU9r2YrWk55RefsVOhQ
1912,Digital Content Binus,2540,367079,2750,2015-12-29T15:29:57Z,Digital Content Binus,UCZDXNn-IInmlmZ00wyy4__Q
1914,Go Serverless,136,13328,30,2021-06-15T11:07:19.030812Z,Go Serverless,UCZxWxBWFB8y8W8FbNLqgOyg
1916,Antoreep Jana,274,9632,66,2011-03-24T07:22:39Z,Antoreep Jana,UCbosg6XDWCi7MV5GGBWcp0w
1918,Excel Data Lover,2,83,12,2021-05-27T17:49:29.231211Z,Excel Data Lover,UCt257uUHmGr55AP2qcptLOA
1920,The Indian VanLife,767,36289,36,2020-05-01T13:05:19.481047Z,The Indian VanLife,UCENOTo2miECOcNRkdbBP5DA
1922,Researcher & Data Analyst,17,4403,2,2018-03-28T03:43:17Z,Researcher & Data Analyst,UCde1hte43kJc2E2OaLCYv-w
1924,SahulNotSoOp,136,24241,101,2019-10-30T08:21:52.332759Z,SahulNotSoOp,UCMX0abw0WcXhkZVJHAtCuXA
1926,Hellen Data Analyst,8,506,34,2014-02-04T10:06:09Z,Hellen Data Analyst,UCiRfX5Fxc8N-McVjQeW1Hew
1928,Girl Loves Data Science,17,1812,13,2021-09-16T08:44:32.135639Z,Girl Loves Data Science,UCBtWYqy0V0eHUKFVUGjb-5Q
1930,Ratna kumar,0,13,1,2011-12-26T13:18:36Z,Ratna kumar,UC_8qhOq8v1ctuW2pufsrQLg
1932,Leslie Kathryn,67,0,0,2014-03-23T20:55:40Z,Leslie Kathryn,UCJxAGQmCRUBlkZp9atRGByA
1934,Project SPARTA PH,773,10681,64,2020-11-26T06:06:15.631047Z,Project SPARTA PH,UCjN5hE5CtDoqVNgB8qCDoZw
1936,Your Health Data Analyst,0,1,1,2022-06-23T11:58:43.815335Z,Your Health Data Analyst,UCcdzqzT0wdiXj-V9jVxD0bA
1938,Data Science for Marketing and Customer Analytics,2,199,5,2022-01-11T01:59:39.397367Z,Data Science for Marketing and Customer Analytics,UCeXcAfNdxzMQxiZVicrjA3w
1940,Data Analyst - Starter. ,0,12,2,2022-05-28T20:01:47.789421Z,Data Analyst - Starter. ,UC7eqraxcoheYdhEsEXZ9fDw
1942,Godwin Osuji - Data Analyst?,0,2,1,2014-06-12T16:54:40Z,Godwin Osuji - Data Analyst?,UC4q9k-Xm2nnKAegGKVI9nBA
1944,luying_lou-chinagoods-data analyst,53,121726,1,2022-05-10T00:57:19.951145Z,luying_lou-chinagoods-data analyst,UCJoU99WTZ0a6BbMI-rGGqew
1946,Football Data Analyst,17,1795,3,2019-12-03T18:05:07.41488Z,Football Data Analyst,UCUzhi-R8GkNkBGSepm4lsBw
1948,Data Analyst in Digital,6,54,2,2021-07-31T21:29:12.059597Z,Data Analyst in Digital,UCJX9i-kP8nbr8fvt37pdqAg
1950,Martin Wambui Data Analyst,13,73,1,2022-07-26T11:54:52.323523Z,Martin Wambui Data Analyst,UCE58mOTx4VEDd_ESGgH2BgQ
1952,DATA ANALYST,24,1936,3,2018-08-27T10:42:22Z,DATA ANALYST,UC4_gXlh61lVHsS0_rW2C11w
1954,Data analyst,7,308,2,2020-08-26T16:14:35.02609Z,Data analyst,UC2374X8xGHHCmKgGYRlcdKQ
1955,Data analyst,7,308,2,2020-08-26T16:14:35.02609Z,Data analyst,UCdBfiy8RFDRpXuNGpUv-5ig
1956,Data analyst,7,308,2,2020-08-26T16:14:35.02609Z,Data analyst,UCz4fnmjhrdyvVb_mwOpoUOw
1960,The Data Analyst,231,117665,24,2011-08-21T16:20:21Z,The Data Analyst,UCYpJU_mIobJpB8FJ-3_WOMg
1961,The Data Analyst,231,117665,24,2011-08-21T16:20:21Z,The Data Analyst,UCPCHLfIwLTrb9S36Zw6DtYQ
1964,Learn-with-Singam,4670,176013,143,2009-11-07T14:55:36Z,Learn-with-Singam,UC9Wq1_eFlTE9XBdvxb3lVFg
1966,Reserve Data Analyst,56,5898,22,2016-01-06T03:48:50Z,Reserve Data Analyst,UCRlxQdqgzsoLlcIvWMUJpWw
1968,Data Science Topics,9,595,25,2020-10-29T16:51:15.231334Z,Data Science Topics,UChLwV2IeZYWEIqCEz1ogrXg
1970,Data Analyst Channel TV,1,5,1,2021-01-31T19:24:05.232233Z,Data Analyst Channel TV,UCrRpRbCjiNFmVWLorv5w74w
1972,Data Analyst - Tiago Martins,0,22,1,2017-12-02T01:59:40Z,Data Analyst - Tiago Martins,UCEYTYtYm3M0EB60flBSwUqw
1974,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCr-eE8o5TjGm7I1gA8N4NIg
1975,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCVHAYGXptVYD_1hXgdmohvQ
1976,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCqRNhukhtRzqAKLi4PU7noQ
1977,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCYxXdWRktQmnpoW9M6LS8GA
1978,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCewpdIWOiedpGfcyHxvNbtw
1979,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UC2wo1S0CQ3iynnGNDcXaKWw
1980,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCvWOJZj0O9KenBbNF_RADNQ
1981,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UChIVKSEWCp_57XK4jKGhJiQ
1982,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCJqK3bPFJr5WVPKvtuZjSdA
1983,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCSwTlL3FHopn77IwFSEyGzA
1984,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCjumkEO3LS8qlRZ331DR5HQ
1985,Data Analyst,0,29,1,2019-03-17T05:49:59Z,Data Analyst,UCmgMd8uJJF7yW28U1OEzTmg
1998,Lan Lap Lanh,3660,146807,36,2015-07-17T17:33:37Z,Lan Lap Lanh,UCF_4QXdW7vs7xkjmrKf555g
2000,Titouane-Data Analyst,0,17,1,2011-09-30T12:58:14Z,Titouane-Data Analyst,UC_F2tqBSv2B27a-APgV-SBw
2002,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCr-eE8o5TjGm7I1gA8N4NIg
2003,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCVHAYGXptVYD_1hXgdmohvQ
2004,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCqRNhukhtRzqAKLi4PU7noQ
2005,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCYxXdWRktQmnpoW9M6LS8GA
2006,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCewpdIWOiedpGfcyHxvNbtw
2007,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UC2wo1S0CQ3iynnGNDcXaKWw
2008,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCvWOJZj0O9KenBbNF_RADNQ
2009,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UChIVKSEWCp_57XK4jKGhJiQ
2010,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCJqK3bPFJr5WVPKvtuZjSdA
2011,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCSwTlL3FHopn77IwFSEyGzA
2012,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCjumkEO3LS8qlRZ331DR5HQ
2013,Data Analyst,2,415,5,2020-06-07T00:52:48.337383Z,Data Analyst,UCmgMd8uJJF7yW28U1OEzTmg
2026,Craig Brown,1,0,0,2016-03-31T00:14:50Z,Craig Brown,UCJQk6qylIDaTAeOiQRupUDw
2028,Barry Huang-Data Analyst,0,9,2,2022-07-04T19:41:23.211896Z,Barry Huang-Data Analyst,UCekVaQY_-YWmtP3NVo0V9cQ
2030,RevoU,65100,825832,94,2019-09-02T06:56:37Z,RevoU,UCJOIqOSZ7_2C_vgBBQiB6Uw
